user_id,total_purchase_value_inApp,total_purchases_inApp,first_purchase_date_inApp,last_purchase_date_inApp,number_of_purchase_days_inApp,preferred_product_inApp,average_purchase_value_inApp
301321,4.99,1,2024-04-06,2024-04-06,1,Gold,4.99
301345,4.99,1,2024-03-01,2024-03-01,1,Gold,4.99
301353,4.99,1,2024-04-18,2024-04-18,1,Gold,4.99
301356,129.79,21,2024-03-01,2024-05-01,15,Remove Ads,6.18
301365,14.97,4,2024-03-31,2024-04-14,4,Remove Ads,3.74
301426,4.99,1,2024-04-15,2024-04-15,1,Gold,4.99
301461,19.96,4,2024-03-06,2024-04-02,3,Promotion,4.99
301525,44.910000000000004,9,2024-04-03,2024-04-17,5,Gold,4.99
301536,9.99,1,2024-03-03,2024-03-03,1,Promotion,9.99
301600,19.96,6,2024-04-10,2024-04-23,5,Gold,3.33
301668,9.98,2,2024-03-27,2024-03-29,2,Gold,4.99
301698,14.97,3,2024-04-08,2024-04-08,1,Gold,4.99
301700,4.99,1,2024-04-10,2024-04-10,1,Promotion,4.99
301704,39.92,8,2024-03-11,2024-04-30,6,Promotion,4.99
301739,4.99,1,2024-04-12,2024-04-12,1,Promotion,4.99
301743,29.94,6,2024-03-24,2024-04-27,5,Gold,4.99
301753,24.96,4,2024-03-30,2024-04-09,4,Promotion,6.24
301791,14.97,3,2024-04-20,2024-04-27,3,Gold,4.99
301805,54.910000000000004,9,2024-03-13,2024-04-19,5,Gold,6.1
301814,4.99,1,2024-03-03,2024-03-03,1,Gold,4.99
301833,9.98,2,2024-04-02,2024-04-02,1,Gold,4.99
301910,19.96,4,2024-03-28,2024-03-28,1,Gold,4.99
301939,9.98,2,2024-04-10,2024-04-16,2,Gold,4.99
301943,4.99,1,2024-03-17,2024-03-17,1,Gold,4.99
302027,4.99,1,2024-04-25,2024-04-25,1,Promotion,4.99
302039,24.950000000000003,5,2024-04-01,2024-04-24,5,Promotion,4.99
302044,4.99,1,2024-04-19,2024-04-19,1,Promotion,4.99
302098,4.99,2,2024-03-22,2024-04-16,2,Gold,2.5
302216,9.98,2,2024-03-21,2024-03-25,2,Gold,4.99
302245,19.97,3,2024-04-20,2024-04-21,2,Promotion,6.66
302254,44.910000000000004,9,2024-03-07,2024-04-24,8,Gold,4.99
302255,4.99,1,2024-04-21,2024-04-21,1,Promotion,4.99
302260,4.99,1,2024-04-20,2024-04-20,1,Promotion,4.99
302261,9.98,2,2024-04-17,2024-04-21,2,Promotion,4.99
302270,9.98,2,2024-04-09,2024-04-09,1,Gold,4.99
302291,4.99,2,2024-03-21,2024-03-21,1,Gold,2.5
302308,19.96,4,2024-03-06,2024-03-23,4,Promotion,4.99
302320,4.99,1,2024-03-13,2024-03-13,1,Gold,4.99
302340,14.97,3,2024-03-25,2024-03-30,2,Promotion,4.99
302415,9.98,6,2024-03-16,2024-04-16,6,Remove Ads,1.66
302483,44.92,8,2024-03-20,2024-05-01,8,Remove Ads,5.62
302491,4.99,1,2024-04-17,2024-04-17,1,Gold,4.99
302558,4.99,1,2024-03-09,2024-03-09,1,Gold,4.99
302598,59.88,12,2024-04-13,2024-05-01,9,Gold,4.99
302610,9.98,2,2024-03-12,2024-03-13,2,Promotion,4.99
302625,14.97,3,2024-04-15,2024-04-25,3,Remove Ads,4.99
302668,4.99,1,2024-03-21,2024-03-21,1,Promotion,4.99
302710,4.99,1,2024-03-17,2024-03-17,1,Gold,4.99
302714,29.94,6,2024-03-02,2024-03-03,2,Gold,4.99
302720,39.92,8,2024-03-08,2024-04-26,8,Remove Ads,4.99
302740,14.97,3,2024-04-04,2024-04-14,2,Promotion,4.99
302824,24.950000000000003,5,2024-03-17,2024-04-11,4,Gold,4.99
302906,54.89,11,2024-03-02,2024-04-29,11,Remove Ads,4.99
302995,4.99,1,2024-03-03,2024-03-03,1,Promotion,4.99
303091,4.99,1,2024-03-19,2024-03-19,1,Gold,4.99
303111,4.99,1,2024-04-15,2024-04-15,1,Promotion,4.99
303124,4.99,1,2024-03-30,2024-03-30,1,Promotion,4.99
303150,84.83,17,2024-03-12,2024-05-01,16,Promotion,4.99
303185,4.99,1,2024-03-02,2024-03-02,1,Promotion,4.99
303256,9.98,2,2024-04-22,2024-04-30,2,Gold,4.99
303273,24.950000000000003,5,2024-03-30,2024-03-30,1,Gold,4.99
303279,9.98,2,2024-04-19,2024-04-19,1,Promotion,4.99
303302,4.99,1,2024-04-05,2024-04-05,1,Promotion,4.99
303304,29.94,6,2024-03-01,2024-05-01,6,Remove Ads,4.99
303355,19.97,3,2024-03-23,2024-03-30,2,Gold,6.66
303373,14.97,3,2024-03-26,2024-03-26,1,Gold,4.99
303477,99.92,8,2024-03-28,2024-04-14,5,Gold,12.49
303509,9.98,2,2024-04-24,2024-05-01,2,Remove Ads,4.99
303571,9.98,2,2024-04-05,2024-04-05,1,Gold,4.99
303594,4.99,1,2024-04-04,2024-04-04,1,Gold,4.99
303636,4.99,1,2024-04-30,2024-04-30,1,Gold,4.99
303637,9.98,2,2024-04-07,2024-04-27,2,Gold,4.99
303646,9.98,2,2024-03-04,2024-03-07,2,Gold,4.99
303692,34.94,6,2024-04-05,2024-04-13,3,Gold,5.82
303723,4.99,1,2024-03-04,2024-03-04,1,Gold,4.99
303793,4.99,1,2024-03-19,2024-03-19,1,Promotion,4.99
303822,4.99,1,2024-04-08,2024-04-08,1,Promotion,4.99
303823,44.910000000000004,9,2024-03-16,2024-04-29,7,Gold,4.99
303967,4.99,1,2024-04-07,2024-04-07,1,Promotion,4.99
304051,54.89,11,2024-03-04,2024-04-22,9,Remove Ads,4.99
304086,4.99,1,2024-04-09,2024-04-09,1,Promotion,4.99
304091,24.97,3,2024-03-28,2024-04-01,2,Promotion,8.32
304092,29.950000000000003,5,2024-03-18,2024-03-29,5,Promotion,5.99
304113,4.99,1,2024-04-02,2024-04-02,1,Gold,4.99
304152,39.92,8,2024-04-16,2024-04-28,5,Gold,4.99
304184,9.98,2,2024-04-08,2024-04-09,2,Gold,4.99
304190,69.88,12,2024-03-02,2024-04-30,10,Promotion,5.82
304196,19.97,3,2024-04-14,2024-04-14,1,Gold,6.66
304210,9.98,2,2024-03-29,2024-03-31,2,Gold,4.99
304230,4.99,1,2024-03-08,2024-03-08,1,Promotion,4.99
304264,14.98,2,2024-03-29,2024-04-10,2,Promotion,7.49
304317,19.96,4,2024-03-06,2024-04-09,4,Promotion,4.99
304321,9.98,2,2024-03-19,2024-03-19,1,Promotion,4.99
304334,4.99,1,2024-04-25,2024-04-25,1,Gold,4.99
304339,4.99,1,2024-04-21,2024-04-21,1,Gold,4.99
304347,19.97,3,2024-04-01,2024-04-11,3,Gold,6.66
304355,29.94,6,2024-03-02,2024-04-13,5,Gold,4.99
304386,44.92,8,2024-04-19,2024-04-26,3,Gold,5.62
304459,4.99,1,2024-03-07,2024-03-07,1,Gold,4.99
304466,4.99,1,2024-04-24,2024-04-24,1,Promotion,4.99
304494,4.99,1,2024-04-23,2024-04-23,1,Promotion,4.99
304496,4.99,1,2024-03-04,2024-03-04,1,Promotion,4.99
304552,109.84,16,2024-04-07,2024-04-20,8,Promotion,6.86
304553,4.99,1,2024-03-19,2024-03-19,1,Promotion,4.99
304577,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
304606,74.9,10,2024-03-12,2024-03-27,6,Gold,7.49
304653,9.98,2,2024-03-05,2024-04-02,2,Promotion,4.99
304657,4.99,1,2024-04-22,2024-04-22,1,Promotion,4.99
304726,19.97,3,2024-04-19,2024-04-27,2,Gold,6.66
304727,14.98,2,2024-03-04,2024-03-05,2,Gold,7.49
304831,39.93,7,2024-03-11,2024-03-15,3,Gold,5.7
304865,104.82000000000001,22,2024-03-02,2024-04-30,16,Remove Ads,4.76
304899,9.98,2,2024-03-29,2024-04-04,2,Gold,4.99
304932,29.94,6,2024-03-22,2024-04-13,4,Promotion,4.99
304936,24.950000000000003,5,2024-04-14,2024-04-19,3,Gold,4.99
304940,4.99,1,2024-04-02,2024-04-02,1,Promotion,4.99
304950,4.99,1,2024-04-11,2024-04-11,1,Promotion,4.99
304987,74.86,14,2024-03-01,2024-04-07,9,Promotion,5.35
304992,4.99,1,2024-04-13,2024-04-13,1,Remove Ads,4.99
305028,19.96,4,2024-04-06,2024-04-10,3,Gold,4.99
305029,4.99,1,2024-03-02,2024-03-02,1,Gold,4.99
305031,14.97,3,2024-03-03,2024-04-04,3,Promotion,4.99
305044,9.98,2,2024-03-29,2024-04-01,2,Promotion,4.99
305048,194.76,24,2024-03-23,2024-04-26,17,Promotion,8.12
305084,14.97,3,2024-03-06,2024-03-08,2,Promotion,4.99
305226,14.97,3,2024-03-03,2024-03-13,2,Promotion,4.99
305258,4.99,1,2024-03-07,2024-03-07,1,Promotion,4.99
305348,74.89,11,2024-03-29,2024-04-30,7,Promotion,6.81
305373,4.99,1,2024-03-29,2024-03-29,1,Promotion,4.99
305412,4.99,1,2024-05-01,2024-05-01,1,Promotion,4.99
305461,14.97,3,2024-03-26,2024-03-30,2,Gold,4.99
305473,9.98,2,2024-03-03,2024-03-05,2,Promotion,4.99
305474,19.97,3,2024-04-06,2024-04-11,2,Promotion,6.66
305483,14.97,3,2024-04-15,2024-04-15,1,Gold,4.99
305489,9.98,2,2024-04-03,2024-04-05,2,Gold,4.99
305508,9.98,2,2024-03-30,2024-04-08,2,Gold,4.99
305509,59.89,11,2024-04-01,2024-04-24,10,Promotion,5.44
305562,4.99,1,2024-04-19,2024-04-19,1,Remove Ads,4.99
305582,4.99,1,2024-03-30,2024-03-30,1,Promotion,4.99
305651,29.950000000000003,5,2024-03-21,2024-04-02,3,Gold,5.99
305720,14.98,2,2024-03-07,2024-03-08,2,Gold,7.49
305746,14.97,3,2024-03-10,2024-03-16,2,Promotion,4.99
305747,9.98,2,2024-04-23,2024-04-29,2,Promotion,4.99
305762,9.98,2,2024-03-04,2024-03-07,2,Promotion,4.99
305769,29.99,1,2024-04-05,2024-04-05,1,Gold,29.99
305997,4.99,1,2024-03-03,2024-03-03,1,Gold,4.99
306055,9.98,2,2024-03-25,2024-03-25,1,Promotion,4.99
306102,54.900000000000006,10,2024-03-24,2024-04-29,8,Remove Ads,5.49
306131,24.950000000000003,5,2024-03-07,2024-03-11,3,Promotion,4.99
306150,64.91,9,2024-03-07,2024-04-18,9,Promotion,7.21
306158,4.99,1,2024-05-01,2024-05-01,1,Promotion,4.99
306164,19.99,1,2024-04-29,2024-04-29,1,Gold,19.99
306197,34.93,7,2024-04-03,2024-04-08,4,Gold,4.99
306208,9.98,2,2024-03-26,2024-04-09,2,Gold,4.99
306252,4.99,1,2024-04-11,2024-04-11,1,Promotion,4.99
306255,24.96,4,2024-03-31,2024-04-27,4,Gold,6.24
306268,14.97,3,2024-04-04,2024-04-06,2,Promotion,4.99
306311,39.92,8,2024-04-02,2024-05-01,6,Remove Ads,4.99
306335,39.92,8,2024-03-25,2024-04-22,6,Promotion,4.99
306362,9.98,2,2024-03-06,2024-03-06,1,Promotion,4.99
306369,124.77000000000001,23,2024-03-09,2024-04-30,15,Remove Ads,5.42
306488,9.98,2,2024-03-05,2024-03-21,2,Remove Ads,4.99
306606,34.93,7,2024-03-02,2024-03-31,2,Gold,4.99
306611,14.97,3,2024-04-07,2024-04-11,2,Gold,4.99
306640,89.87,13,2024-03-05,2024-04-29,11,Promotion,6.91
306661,0.0,1,2024-04-26,2024-04-26,1,Remove Ads,0.0
306713,189.85,15,2024-03-07,2024-04-25,14,Remove Ads,12.66
306736,4.99,1,2024-04-11,2024-04-11,1,Promotion,4.99
306836,9.98,2,2024-04-08,2024-04-08,1,Promotion,4.99
306851,4.99,1,2024-04-01,2024-04-01,1,Gold,4.99
306890,14.97,3,2024-04-18,2024-04-25,3,Gold,4.99
306893,4.99,1,2024-03-28,2024-03-28,1,Promotion,4.99
306975,49.900000000000006,10,2024-03-04,2024-03-18,6,Gold,4.99
307000,4.99,1,2024-04-08,2024-04-08,1,Remove Ads,4.99
307005,9.98,2,2024-03-27,2024-04-02,2,Promotion,4.99
307091,19.96,4,2024-04-21,2024-04-26,4,Gold,4.99
307126,14.98,2,2024-03-20,2024-03-20,1,Gold,7.49
307310,4.99,1,2024-03-18,2024-03-18,1,Gold,4.99
307330,9.98,2,2024-03-03,2024-03-03,1,Gold,4.99
307382,34.95,5,2024-03-14,2024-03-24,3,Gold,6.99
307409,14.97,3,2024-04-22,2024-05-01,3,Remove Ads,4.99
307412,9.98,2,2024-04-16,2024-04-16,1,Promotion,4.99
307532,4.99,1,2024-04-12,2024-04-12,1,Gold,4.99
307559,144.84,16,2024-03-24,2024-04-14,6,Gold,9.05
307570,4.99,1,2024-04-25,2024-04-25,1,Gold,4.99
307612,4.99,1,2024-04-23,2024-04-23,1,Promotion,4.99
307623,79.85000000000001,15,2024-03-14,2024-04-26,10,Remove Ads,5.32
307631,24.950000000000003,5,2024-03-17,2024-03-26,5,Promotion,4.99
307693,4.99,1,2024-03-18,2024-03-18,1,Promotion,4.99
307811,19.96,4,2024-04-16,2024-04-19,2,Promotion,4.99
307825,9.98,2,2024-03-15,2024-03-22,2,Promotion,4.99
307828,4.99,1,2024-03-20,2024-03-20,1,Promotion,4.99
307838,4.99,1,2024-04-07,2024-04-07,1,Promotion,4.99
307871,4.99,1,2024-03-29,2024-03-29,1,Promotion,4.99
307903,64.87,13,2024-03-14,2024-03-22,6,Gold,4.99
307947,9.98,2,2024-03-09,2024-04-02,2,Gold,4.99
307956,4.99,1,2024-03-23,2024-03-23,1,Promotion,4.99
307958,24.950000000000003,5,2024-03-25,2024-03-25,1,Gold,4.99
307987,4.99,1,2024-03-01,2024-03-01,1,Promotion,4.99
307992,49.93,7,2024-04-11,2024-04-19,5,Promotion,7.13
308022,19.97,3,2024-03-27,2024-04-09,2,Gold,6.66
308082,9.98,2,2024-03-29,2024-04-04,2,Promotion,4.99
308152,14.97,3,2024-03-06,2024-03-10,3,Promotion,4.99
308168,9.98,2,2024-04-11,2024-04-12,2,Gold,4.99
308202,89.87,13,2024-04-10,2024-04-28,5,Gold,6.91
308217,9.98,2,2024-03-13,2024-03-14,2,Gold,4.99
308247,59.900000000000006,10,2024-03-01,2024-04-28,6,Gold,5.99
308350,29.96,4,2024-03-03,2024-03-24,3,Gold,7.49
308370,69.9,10,2024-03-07,2024-04-05,5,Gold,6.99
308425,19.96,4,2024-04-17,2024-04-23,3,Promotion,4.99
308462,9.98,2,2024-03-26,2024-03-27,2,Promotion,4.99
308519,54.93,7,2024-03-02,2024-04-14,7,Promotion,7.85
308551,59.88,12,2024-03-01,2024-03-21,7,Gold,4.99
308560,24.96,4,2024-03-14,2024-03-15,2,Promotion,6.24
308572,14.97,3,2024-03-21,2024-03-29,3,Promotion,4.99
308639,9.98,2,2024-04-20,2024-04-30,2,Promotion,4.99
308650,29.94,6,2024-03-31,2024-04-03,4,Promotion,4.99
308673,34.94,6,2024-03-21,2024-03-21,1,Gold,5.82
308696,9.98,2,2024-03-04,2024-03-12,2,Promotion,4.99
308714,4.99,1,2024-04-23,2024-04-23,1,Remove Ads,4.99
308780,9.98,2,2024-03-19,2024-03-25,2,Promotion,4.99
308786,64.88,12,2024-03-26,2024-04-30,6,Gold,5.41
308816,4.99,1,2024-03-26,2024-03-26,1,Promotion,4.99
308829,19.96,4,2024-03-12,2024-03-16,2,Gold,4.99
308839,9.98,2,2024-03-08,2024-03-08,1,Gold,4.99
308845,74.92,8,2024-03-03,2024-03-29,7,Gold,9.36
308851,19.96,4,2024-03-02,2024-04-04,3,Gold,4.99
308930,9.98,2,2024-03-12,2024-03-13,2,Gold,4.99
308949,14.97,3,2024-04-17,2024-05-01,3,Remove Ads,4.99
308970,4.99,1,2024-03-05,2024-03-05,1,Gold,4.99
309020,4.99,1,2024-03-18,2024-03-18,1,Promotion,4.99
309087,4.99,1,2024-03-16,2024-03-16,1,Promotion,4.99
309095,14.97,3,2024-03-09,2024-03-20,3,Promotion,4.99
309175,4.99,1,2024-03-24,2024-03-24,1,Promotion,4.99
309187,39.92,8,2024-03-13,2024-05-01,8,Remove Ads,4.99
309213,174.77,23,2024-03-26,2024-05-01,15,Promotion,7.6
309220,64.88,12,2024-03-10,2024-04-27,11,Remove Ads,5.41
309232,14.97,3,2024-03-08,2024-04-02,2,Gold,4.99
309279,4.99,1,2024-04-02,2024-04-02,1,Promotion,4.99
309320,4.99,1,2024-04-12,2024-04-12,1,Gold,4.99
309395,29.94,6,2024-03-20,2024-03-27,5,Promotion,4.99
