user_id,acquisition_date,last_active_date,platform_used,total_active_days,total_activity_days
274917,2024-04-17,2024-04-17,android,1,1
274918,2024-04-13,2024-05-01,android,19,19
274920,2024-03-30,2024-05-01,android,33,33
274921,2024-04-11,2024-04-30,android,16,20
274924,2024-04-14,2024-05-01,android,18,18
274926,2024-03-02,2024-05-01,android,56,61
274927,2024-03-01,2024-03-10,android,8,10
274928,2024-03-01,2024-04-19,android,29,50
274929,2024-03-01,2024-03-22,android,22,22
274930,2024-03-02,2024-03-15,android,6,14
274931,2024-03-13,2024-03-18,android,6,6
274932,2024-03-15,2024-03-29,android,14,15
274933,2024-03-01,2024-04-02,android,20,33
274934,2024-04-02,2024-05-01,android,29,30
274935,2024-03-01,2024-03-04,android,4,4
274936,2024-03-31,2024-04-16,android,16,17
274937,2024-03-11,2024-03-27,android,17,17
274938,2024-04-01,2024-04-07,android,6,7
274939,2024-04-10,2024-04-24,android,9,15
274941,2024-03-02,2024-04-26,android,23,56
274943,2024-03-11,2024-04-20,android,30,41
274944,2024-03-21,2024-04-13,android,20,24
274945,2024-03-04,2024-04-07,android,20,35
274946,2024-03-17,2024-04-12,ios,16,27
274947,2024-03-01,2024-05-01,ios,61,62
274949,2024-03-24,2024-05-01,android,34,39
274951,2024-03-27,2024-03-30,android,4,4
274952,2024-03-01,2024-04-18,ios,31,49
274953,2024-04-03,2024-04-14,android,12,12
274954,2024-03-23,2024-04-18,android,12,27
274955,2024-03-25,2024-04-17,android,3,24
274956,2024-04-06,2024-05-01,android,23,26
274957,2024-03-01,2024-03-21,android,20,21
274958,2024-03-15,2024-04-10,android,22,27
274959,2024-03-02,2024-04-30,ios,24,60
274960,2024-03-28,2024-04-08,android,11,12
274961,2024-03-01,2024-03-08,android,4,8
274962,2024-03-24,2024-04-27,android,16,35
274963,2024-04-11,2024-04-19,android,9,9
274964,2024-03-31,2024-05-01,android,25,32
274965,2024-04-03,2024-05-01,android,21,29
274966,2024-04-06,2024-04-17,android,8,12
274967,2024-03-07,2024-04-22,android,24,47
274969,2024-03-19,2024-04-03,android,8,16
274970,2024-04-08,2024-04-26,android,8,19
274971,2024-04-13,2024-05-01,android,19,19
274972,2024-04-20,2024-04-26,android,7,7
274974,2024-04-09,2024-04-15,android,4,7
274975,2024-03-01,2024-04-19,android,17,50
274976,2024-03-27,2024-04-17,android,21,22
274977,2024-03-14,2024-04-24,android,27,42
274978,2024-03-20,2024-04-23,ios,16,35
274979,2024-04-20,2024-04-26,android,7,7
274980,2024-03-31,2024-04-23,android,24,24
274982,2024-03-20,2024-04-09,android,8,21
274985,2024-03-06,2024-05-01,android,40,57
274986,2024-03-27,2024-03-29,android,3,3
274987,2024-04-15,2024-05-01,android,14,17
274989,2024-03-01,2024-03-13,android,13,13
274990,2024-03-10,2024-05-01,android,53,53
274991,2024-03-20,2024-03-29,android,9,10
274992,2024-04-01,2024-04-08,android,5,8
274993,2024-03-21,2024-04-29,android,30,40
274994,2024-03-01,2024-05-01,android,51,62
274995,2024-04-16,2024-05-01,android,16,16
274998,2024-03-01,2024-04-24,ios,45,55
275000,2024-03-09,2024-04-28,android,46,51
275001,2024-03-12,2024-04-05,android,3,25
275002,2024-03-02,2024-04-28,android,17,58
275003,2024-03-01,2024-03-29,android,24,29
275004,2024-04-12,2024-05-01,android,16,20
275005,2024-03-01,2024-04-26,android,47,57
275008,2024-03-20,2024-04-11,android,20,23
275009,2024-04-05,2024-04-08,android,4,4
275011,2024-04-20,2024-04-27,android,8,8
275012,2024-04-08,2024-04-17,ios,8,10
275013,2024-03-14,2024-03-22,ios,9,9
275015,2024-03-08,2024-04-18,android,24,42
275017,2024-03-25,2024-04-25,android,15,32
275019,2024-03-30,2024-04-20,android,9,22
275022,2024-03-31,2024-04-14,android,11,15
275023,2024-03-08,2024-04-24,android,16,48
275024,2024-03-21,2024-05-01,android,23,42
275025,2024-03-01,2024-03-14,android,5,14
275027,2024-04-11,2024-05-01,android,19,21
275029,2024-03-01,2024-03-21,android,17,21
275032,2024-04-01,2024-05-01,android,11,31
275033,2024-04-03,2024-04-15,android,11,13
275034,2024-03-17,2024-04-01,android,13,16
275036,2024-03-23,2024-05-01,android,39,40
275037,2024-03-13,2024-04-12,ios,17,31
275038,2024-03-01,2024-05-01,android,62,62
275039,2024-03-23,2024-04-11,android,11,20
275042,2024-03-17,2024-04-30,android,34,45
275043,2024-04-14,2024-05-01,android,18,18
275044,2024-03-09,2024-04-19,android,11,42
275045,2024-03-01,2024-04-30,android,14,61
275046,2024-03-13,2024-04-30,android,16,49
275048,2024-04-08,2024-04-20,android,8,13
275049,2024-04-14,2024-05-01,android,14,18
275051,2024-03-01,2024-05-01,android,59,62
275052,2024-04-20,2024-05-01,android,11,12
275053,2024-04-20,2024-05-01,android,12,12
275054,2024-04-10,2024-05-01,android,18,22
275055,2024-03-06,2024-03-11,android,6,6
275056,2024-03-23,2024-04-18,android,22,27
275058,2024-03-03,2024-05-01,ios,14,60
275060,2024-03-01,2024-04-29,ios,15,60
275061,2024-04-11,2024-04-29,android,10,19
275063,2024-03-01,2024-04-24,android,52,55
275064,2024-04-11,2024-05-01,android,17,21
275065,2024-03-01,2024-04-07,android,11,38
275066,2024-03-13,2024-05-01,android,33,50
275068,2024-03-21,2024-05-01,android,33,42
275069,2024-03-24,2024-04-26,ios,19,34
275072,2024-04-05,2024-04-25,android,10,21
275073,2024-03-02,2024-04-28,android,30,58
275074,2024-03-21,2024-04-30,android,27,41
275075,2024-03-20,2024-03-30,android,10,11
275077,2024-04-14,2024-04-27,android,10,14
275078,2024-04-21,2024-04-24,ios,4,4
275080,2024-03-27,2024-05-01,android,35,36
275081,2024-03-15,2024-05-01,android,11,48
275082,2024-03-01,2024-03-18,android,10,18
275083,2024-03-16,2024-04-30,ios,42,46
275084,2024-03-05,2024-05-01,android,11,58
275085,2024-03-01,2024-03-13,android,10,13
275087,2024-03-20,2024-04-01,android,11,13
275088,2024-04-15,2024-05-01,android,17,17
275093,2024-04-14,2024-04-30,android,17,17
275094,2024-03-26,2024-04-29,android,21,35
275097,2024-03-12,2024-03-30,android,19,19
275098,2024-03-24,2024-03-28,android,4,5
275099,2024-03-15,2024-05-01,android,31,48
275101,2024-03-01,2024-05-01,android,61,62
275102,2024-03-01,2024-03-05,android,5,5
275103,2024-03-01,2024-05-01,android,62,62
275104,2024-04-09,2024-05-01,android,22,23
275105,2024-04-02,2024-04-07,android,6,6
275106,2024-04-21,2024-04-29,android,4,9
275107,2024-03-27,2024-04-26,android,12,31
275110,2024-04-10,2024-04-23,android,7,14
275111,2024-03-11,2024-05-01,android,22,52
275113,2024-03-29,2024-04-21,android,24,24
275114,2024-03-18,2024-03-26,android,6,9
275116,2024-03-30,2024-04-24,android,20,26
275117,2024-04-03,2024-04-07,android,5,5
275118,2024-04-14,2024-04-27,android,6,14
275120,2024-03-11,2024-03-25,android,11,15
275121,2024-03-27,2024-04-11,android,9,16
275122,2024-04-23,2024-05-01,android,8,9
275123,2024-03-15,2024-03-27,android,13,13
275125,2024-03-07,2024-04-03,android,18,28
275126,2024-04-23,2024-04-25,android,3,3
275127,2024-03-14,2024-04-08,ios,13,26
275128,2024-03-03,2024-05-01,android,26,60
275129,2024-03-01,2024-05-01,android,40,62
275131,2024-03-05,2024-03-11,android,6,7
275132,2024-03-07,2024-03-23,android,7,17
275133,2024-03-17,2024-03-28,android,10,12
275134,2024-03-24,2024-04-29,android,37,37
275135,2024-03-19,2024-04-17,android,17,30
275136,2024-03-03,2024-04-17,android,8,46
275137,2024-03-25,2024-03-28,android,4,4
275138,2024-03-20,2024-04-05,android,17,17
275139,2024-03-21,2024-04-13,android,10,24
275140,2024-03-14,2024-03-18,ios,4,5
275141,2024-04-13,2024-04-19,android,7,7
275142,2024-03-19,2024-03-28,android,7,10
275143,2024-04-11,2024-04-26,android,11,16
275144,2024-03-12,2024-04-20,android,26,40
275145,2024-03-11,2024-03-16,android,6,6
275146,2024-03-23,2024-04-19,android,19,28
275147,2024-04-15,2024-05-01,android,16,17
275148,2024-03-05,2024-03-18,android,11,14
275149,2024-03-01,2024-05-01,android,32,62
275150,2024-03-12,2024-03-23,android,7,12
275152,2024-04-13,2024-04-19,android,7,7
275154,2024-03-31,2024-05-01,android,32,32
275155,2024-04-01,2024-05-01,android,31,31
275157,2024-03-01,2024-04-24,android,27,55
275158,2024-03-02,2024-04-17,android,7,47
275159,2024-03-18,2024-04-10,android,16,24
275160,2024-03-31,2024-03-31,android,1,1
275162,2024-04-22,2024-05-01,android,10,10
275163,2024-03-01,2024-05-01,android,55,62
275164,2024-03-26,2024-04-03,ios,8,9
275166,2024-03-04,2024-03-25,android,17,22
275167,2024-03-22,2024-04-28,android,25,38
275168,2024-04-06,2024-04-27,ios,13,22
275169,2024-04-16,2024-04-25,android,8,10
275171,2024-03-01,2024-03-11,android,8,11
275172,2024-03-09,2024-05-01,android,24,54
275173,2024-03-01,2024-04-23,ios,31,54
275174,2024-03-29,2024-05-01,android,32,34
275176,2024-04-09,2024-05-01,android,18,23
275177,2024-03-02,2024-03-24,android,12,23
275179,2024-04-16,2024-04-24,android,8,9
275180,2024-03-01,2024-03-18,android,11,18
275183,2024-03-07,2024-03-15,android,7,9
275186,2024-03-05,2024-04-05,android,24,32
275189,2024-03-20,2024-04-26,ios,28,38
275190,2024-04-01,2024-04-25,android,24,25
275191,2024-04-11,2024-04-21,android,7,11
275192,2024-03-01,2024-03-07,ios,7,7
275193,2024-03-20,2024-03-21,android,2,2
275196,2024-04-02,2024-04-19,android,17,18
275198,2024-03-07,2024-04-15,android,25,40
275199,2024-03-22,2024-05-01,android,32,41
275200,2024-04-01,2024-04-27,android,21,27
275201,2024-03-13,2024-04-30,android,34,49
275202,2024-03-30,2024-04-29,android,13,31
275203,2024-03-05,2024-05-01,ios,31,58
275204,2024-03-01,2024-03-20,android,12,20
275205,2024-04-08,2024-05-01,android,18,24
275207,2024-03-07,2024-03-28,ios,5,22
275208,2024-04-11,2024-04-23,android,9,13
275210,2024-03-21,2024-05-01,android,29,42
275211,2024-04-09,2024-04-30,android,13,22
275212,2024-03-14,2024-05-01,ios,47,49
275213,2024-03-27,2024-04-06,android,10,11
275214,2024-03-16,2024-04-20,android,21,36
275215,2024-03-03,2024-04-28,android,30,57
275216,2024-03-02,2024-05-01,android,19,61
275217,2024-03-02,2024-05-01,android,37,61
275218,2024-03-06,2024-05-01,android,42,57
275219,2024-03-02,2024-05-01,android,59,61
275220,2024-03-01,2024-04-26,android,51,57
275222,2024-03-01,2024-03-09,android,4,9
275223,2024-03-31,2024-04-29,ios,26,30
275225,2024-03-04,2024-03-30,ios,21,27
275226,2024-04-11,2024-04-24,android,8,14
275227,2024-03-10,2024-04-29,android,31,51
275228,2024-04-17,2024-05-01,android,12,15
275229,2024-03-06,2024-03-29,ios,9,24
275230,2024-03-06,2024-04-22,android,23,48
275231,2024-04-08,2024-04-24,android,8,17
275232,2024-03-24,2024-03-27,android,4,4
275233,2024-03-01,2024-03-09,android,9,9
275234,2024-04-02,2024-05-01,android,30,30
275237,2024-03-19,2024-04-22,android,11,35
275239,2024-04-20,2024-04-21,android,2,2
275240,2024-03-12,2024-04-12,android,17,32
275241,2024-04-01,2024-04-21,android,12,21
275242,2024-03-02,2024-04-29,android,20,59
275243,2024-03-14,2024-04-20,android,13,38
275244,2024-03-14,2024-04-28,android,14,46
275245,2024-03-01,2024-04-30,android,58,61
275247,2024-03-02,2024-05-01,android,55,61
275249,2024-03-31,2024-04-11,android,11,12
275250,2024-04-19,2024-04-25,android,7,7
275252,2024-03-01,2024-03-16,android,16,16
275253,2024-04-11,2024-04-18,android,8,8
275254,2024-03-01,2024-03-29,android,26,29
275255,2024-03-01,2024-03-24,android,7,24
275256,2024-03-01,2024-04-12,android,27,43
275257,2024-04-07,2024-04-27,android,19,21
275258,2024-03-15,2024-05-01,android,39,48
275259,2024-03-01,2024-03-21,android,13,21
275261,2024-03-31,2024-04-30,android,25,31
275262,2024-03-23,2024-05-01,android,31,40
275263,2024-03-02,2024-03-07,android,6,6
275264,2024-03-05,2024-03-27,android,10,23
275265,2024-04-06,2024-04-30,android,8,25
275267,2024-04-02,2024-05-01,android,25,30
275268,2024-04-17,2024-05-01,android,15,15
275270,2024-04-20,2024-04-30,android,11,11
275272,2024-03-07,2024-03-20,android,14,14
275274,2024-03-03,2024-05-01,android,55,60
275275,2024-03-10,2024-05-01,android,18,53
275277,2024-04-06,2024-04-14,android,7,9
275278,2024-04-03,2024-05-01,android,29,29
275279,2024-03-05,2024-04-19,android,27,46
275281,2024-04-12,2024-05-01,android,19,20
275282,2024-03-15,2024-03-20,ios,6,6
275283,2024-04-17,2024-05-01,android,15,15
275284,2024-03-11,2024-03-31,android,15,21
275285,2024-03-23,2024-04-30,android,22,39
275287,2024-03-01,2024-04-18,android,22,49
275290,2024-03-21,2024-03-26,android,3,6
275293,2024-04-18,2024-04-18,android,1,1
275295,2024-03-03,2024-03-03,ios,1,1
275296,2024-03-02,2024-05-01,ios,14,61
275298,2024-03-01,2024-05-01,android,56,62
275299,2024-03-18,2024-04-22,android,17,36
275301,2024-04-14,2024-04-29,android,12,16
275302,2024-03-02,2024-04-28,android,44,58
275303,2024-04-03,2024-05-01,android,28,29
275304,2024-03-01,2024-05-01,android,47,62
275305,2024-03-03,2024-04-06,android,21,35
275306,2024-03-04,2024-05-01,android,49,59
275307,2024-04-06,2024-05-01,android,26,26
275308,2024-04-07,2024-05-01,android,21,25
275309,2024-03-07,2024-05-01,android,18,56
275310,2024-03-16,2024-03-21,android,6,6
275311,2024-03-26,2024-04-22,android,15,28
275312,2024-03-22,2024-05-01,android,16,41
275313,2024-03-24,2024-04-05,android,6,13
275314,2024-03-01,2024-05-01,android,10,62
275315,2024-04-01,2024-04-15,android,10,15
275317,2024-03-05,2024-03-28,android,6,24
275319,2024-04-09,2024-05-01,android,21,23
275320,2024-03-22,2024-04-05,android,15,15
275323,2024-03-21,2024-04-03,android,4,14
275326,2024-03-03,2024-04-19,android,17,48
275327,2024-03-01,2024-05-01,android,54,62
275328,2024-03-07,2024-04-08,android,18,33
275329,2024-03-14,2024-05-01,android,32,49
275330,2024-03-27,2024-05-01,android,36,36
275331,2024-03-01,2024-03-11,android,9,11
275332,2024-04-13,2024-04-13,android,1,1
275334,2024-03-21,2024-03-27,android,6,7
275335,2024-03-26,2024-04-09,android,13,15
275337,2024-03-18,2024-05-01,android,30,45
275338,2024-03-29,2024-05-01,android,31,34
275339,2024-03-28,2024-04-02,android,6,6
275340,2024-03-29,2024-04-10,android,9,13
275341,2024-03-09,2024-05-01,android,37,54
275342,2024-03-01,2024-05-01,android,55,62
275343,2024-03-01,2024-04-02,android,33,33
275344,2024-03-01,2024-05-01,android,58,62
275345,2024-03-01,2024-05-01,android,55,62
275346,2024-04-15,2024-04-18,android,4,4
275347,2024-04-01,2024-04-28,ios,24,28
275348,2024-03-03,2024-03-08,ios,5,6
275349,2024-03-10,2024-03-12,android,2,3
275350,2024-03-01,2024-03-20,android,12,20
275351,2024-03-17,2024-03-29,ios,13,13
275352,2024-03-03,2024-03-19,android,10,17
275353,2024-04-17,2024-05-01,android,13,15
275354,2024-03-04,2024-03-05,android,2,2
275356,2024-03-01,2024-04-29,android,30,60
275357,2024-04-09,2024-04-26,android,13,18
275358,2024-03-28,2024-04-21,android,16,25
275360,2024-03-08,2024-05-01,android,55,55
275361,2024-04-09,2024-05-01,android,15,23
275363,2024-03-22,2024-05-01,android,41,41
275365,2024-04-20,2024-04-28,android,9,9
275366,2024-03-16,2024-03-30,android,6,15
275367,2024-03-18,2024-04-06,android,16,20
275368,2024-03-08,2024-04-08,android,29,32
275369,2024-03-19,2024-03-27,android,9,9
275371,2024-03-29,2024-05-01,android,33,34
275372,2024-04-06,2024-04-24,android,19,19
275373,2024-03-01,2024-05-01,android,57,62
275375,2024-03-24,2024-04-20,android,22,28
275376,2024-03-11,2024-03-27,android,9,17
275377,2024-03-06,2024-03-10,android,2,5
275378,2024-03-14,2024-04-09,android,12,27
275379,2024-03-01,2024-03-27,android,15,27
275380,2024-03-01,2024-04-27,android,26,58
275381,2024-03-01,2024-04-05,android,9,36
275382,2024-03-21,2024-03-29,android,9,9
275384,2024-03-24,2024-05-01,android,29,39
275388,2024-03-02,2024-03-04,android,3,3
275389,2024-03-26,2024-04-15,android,13,21
275390,2024-03-01,2024-04-28,android,44,59
275392,2024-03-01,2024-04-01,android,16,32
275394,2024-04-04,2024-04-27,android,13,24
275395,2024-03-01,2024-03-10,android,10,10
275396,2024-03-21,2024-03-28,android,7,8
275397,2024-03-15,2024-05-01,android,44,48
275398,2024-03-13,2024-05-01,ios,21,50
275399,2024-03-10,2024-04-03,android,17,25
275400,2024-04-16,2024-05-01,android,11,16
275403,2024-03-02,2024-05-01,ios,56,61
275404,2024-04-19,2024-05-01,android,12,13
275406,2024-03-04,2024-04-29,android,11,57
275407,2024-03-14,2024-04-11,android,14,29
275408,2024-03-05,2024-03-27,android,4,23
275409,2024-03-01,2024-05-01,android,57,62
275410,2024-04-12,2024-04-29,android,14,18
275411,2024-03-28,2024-04-30,android,7,34
275412,2024-04-13,2024-04-26,android,12,14
275413,2024-03-15,2024-04-22,android,35,39
275414,2024-03-31,2024-04-25,android,18,26
275415,2024-03-15,2024-05-01,android,39,48
275416,2024-04-03,2024-04-23,android,16,21
275417,2024-03-06,2024-05-01,android,41,57
275418,2024-03-18,2024-03-22,android,5,5
275419,2024-04-09,2024-04-23,android,8,15
275420,2024-03-20,2024-03-29,android,7,10
275421,2024-03-10,2024-04-25,android,31,47
275422,2024-03-14,2024-04-17,android,23,35
275423,2024-03-19,2024-04-01,android,8,14
275424,2024-03-28,2024-04-17,android,11,21
275425,2024-03-01,2024-05-01,android,62,62
275426,2024-04-10,2024-04-14,android,5,5
275427,2024-03-02,2024-03-24,android,8,23
275428,2024-03-26,2024-04-27,android,10,33
275430,2024-03-12,2024-04-28,android,34,48
275431,2024-03-03,2024-05-01,ios,33,60
275432,2024-03-19,2024-05-01,ios,32,44
275433,2024-03-09,2024-04-19,android,8,42
275434,2024-03-01,2024-03-15,android,12,15
275435,2024-03-01,2024-05-01,ios,62,62
275436,2024-03-05,2024-04-29,android,32,56
275438,2024-03-01,2024-05-01,android,57,62
275441,2024-04-21,2024-04-29,android,6,9
275442,2024-03-01,2024-04-21,android,36,52
275443,2024-03-07,2024-04-25,ios,17,50
275444,2024-03-15,2024-05-01,android,33,48
275445,2024-03-13,2024-05-01,android,47,50
275446,2024-03-09,2024-05-01,android,42,54
275448,2024-03-02,2024-03-27,android,4,26
275449,2024-03-17,2024-03-29,android,10,13
275450,2024-03-01,2024-04-29,ios,7,60
275451,2024-04-04,2024-04-29,android,22,26
275453,2024-03-02,2024-04-30,android,27,60
275455,2024-03-02,2024-04-11,android,12,41
275456,2024-03-01,2024-05-01,android,40,62
275457,2024-04-04,2024-04-27,android,14,24
275459,2024-04-07,2024-05-01,android,18,25
275460,2024-04-07,2024-05-01,android,14,25
275461,2024-03-03,2024-03-22,android,18,20
275462,2024-03-01,2024-04-26,android,8,57
275463,2024-03-02,2024-05-01,android,53,61
275464,2024-04-05,2024-04-20,android,13,16
275465,2024-03-04,2024-04-06,android,18,34
275466,2024-03-01,2024-03-15,android,5,15
275467,2024-03-24,2024-04-29,android,11,37
275470,2024-04-21,2024-04-29,android,7,9
275472,2024-04-20,2024-04-29,android,7,10
275473,2024-04-07,2024-05-01,android,25,25
275474,2024-04-02,2024-04-06,android,5,5
275476,2024-03-29,2024-04-23,android,7,26
275477,2024-03-21,2024-04-13,android,4,24
275478,2024-04-08,2024-05-01,android,24,24
275479,2024-04-13,2024-04-14,android,2,2
275480,2024-03-06,2024-04-05,android,20,31
275481,2024-03-29,2024-04-07,android,9,10
275482,2024-03-24,2024-04-12,android,15,20
275485,2024-03-01,2024-04-19,android,30,50
275486,2024-04-12,2024-05-01,android,20,20
275487,2024-03-24,2024-05-01,android,26,39
275488,2024-03-01,2024-04-23,android,48,54
275489,2024-04-17,2024-05-01,android,15,15
275490,2024-03-22,2024-03-25,android,4,4
275491,2024-03-21,2024-05-01,android,37,42
275492,2024-03-01,2024-05-01,android,62,62
275493,2024-03-08,2024-03-30,android,15,23
275494,2024-04-01,2024-04-25,android,12,25
275496,2024-03-18,2024-04-09,android,15,23
275497,2024-03-01,2024-04-21,android,21,52
275498,2024-03-01,2024-03-12,ios,9,12
275499,2024-03-27,2024-05-01,android,33,36
275500,2024-03-01,2024-05-01,android,48,62
275501,2024-03-03,2024-03-16,android,10,14
275502,2024-04-13,2024-05-01,android,18,19
275503,2024-03-18,2024-04-11,android,12,25
275504,2024-03-03,2024-04-16,android,2,45
275505,2024-03-01,2024-04-14,android,41,45
275506,2024-03-05,2024-04-23,android,26,50
275507,2024-03-06,2024-04-17,android,20,43
275509,2024-03-09,2024-03-28,android,16,20
275510,2024-04-18,2024-04-30,android,9,13
275511,2024-03-01,2024-04-30,ios,61,61
275513,2024-03-01,2024-05-01,ios,58,62
275514,2024-03-21,2024-05-01,android,40,42
275515,2024-04-08,2024-04-10,android,3,3
275516,2024-04-04,2024-04-29,android,21,26
275519,2024-03-30,2024-04-23,android,23,25
275520,2024-03-29,2024-04-18,android,19,21
275522,2024-04-17,2024-04-28,android,10,12
275523,2024-03-01,2024-03-14,android,5,14
275525,2024-03-03,2024-04-06,android,10,35
275526,2024-04-02,2024-05-01,android,23,30
275527,2024-04-18,2024-05-01,android,11,14
275529,2024-04-05,2024-04-11,android,5,7
275530,2024-04-09,2024-04-15,android,6,7
275532,2024-04-05,2024-04-16,android,7,12
275533,2024-04-11,2024-04-23,ios,10,13
275536,2024-03-18,2024-03-27,android,8,10
275538,2024-03-01,2024-03-23,android,6,23
275539,2024-03-13,2024-05-01,android,16,50
275540,2024-03-31,2024-04-21,android,21,22
275541,2024-03-02,2024-03-13,android,9,12
275542,2024-04-18,2024-04-20,android,3,3
275546,2024-04-14,2024-04-19,android,2,6
275547,2024-03-04,2024-04-17,android,11,45
275548,2024-03-01,2024-03-26,android,12,26
275549,2024-03-08,2024-04-29,android,23,53
275552,2024-03-03,2024-03-24,android,15,22
275553,2024-04-12,2024-04-28,android,2,17
275554,2024-03-02,2024-04-24,android,41,54
275555,2024-03-02,2024-04-29,android,27,59
275556,2024-04-20,2024-04-20,android,1,1
275558,2024-03-18,2024-03-25,android,6,8
275559,2024-03-12,2024-04-29,android,32,49
275561,2024-03-02,2024-03-17,ios,6,16
275562,2024-03-22,2024-05-01,android,35,41
275564,2024-03-13,2024-04-28,android,38,47
275565,2024-03-30,2024-04-06,android,8,8
275566,2024-03-18,2024-04-02,android,12,16
275567,2024-03-30,2024-05-01,android,33,33
275568,2024-04-09,2024-04-19,android,9,11
275569,2024-04-16,2024-04-21,android,6,6
275570,2024-04-04,2024-04-06,android,3,3
275571,2024-03-01,2024-05-01,ios,57,62
275572,2024-03-20,2024-04-28,android,28,40
275575,2024-03-14,2024-03-24,android,8,11
275578,2024-03-01,2024-03-30,ios,14,30
275579,2024-04-13,2024-04-28,android,9,16
275580,2024-03-17,2024-03-26,android,4,10
275581,2024-03-01,2024-03-07,ios,7,7
275582,2024-04-07,2024-05-01,android,20,25
275583,2024-03-21,2024-04-03,android,11,14
275584,2024-03-11,2024-03-21,android,11,11
275585,2024-03-03,2024-04-19,android,7,48
275586,2024-03-15,2024-03-18,android,4,4
275587,2024-04-09,2024-04-19,android,8,11
275588,2024-03-08,2024-03-16,android,9,9
275589,2024-03-28,2024-05-01,android,35,35
275590,2024-03-01,2024-05-01,android,61,62
275591,2024-03-04,2024-03-18,android,15,15
275592,2024-04-19,2024-04-28,android,10,10
275594,2024-04-13,2024-05-01,android,15,19
275595,2024-04-14,2024-04-21,android,5,8
275596,2024-03-24,2024-04-08,android,15,16
275597,2024-03-29,2024-04-30,android,24,33
275598,2024-03-20,2024-04-01,android,8,13
275600,2024-04-05,2024-05-01,android,21,27
275601,2024-03-06,2024-03-26,android,12,21
275602,2024-03-23,2024-04-27,ios,16,36
275603,2024-03-14,2024-04-30,android,21,48
275604,2024-03-08,2024-05-01,android,46,55
275606,2024-03-25,2024-04-30,android,26,37
275607,2024-03-01,2024-05-01,ios,61,62
275608,2024-03-26,2024-04-21,android,19,27
275609,2024-03-23,2024-04-10,android,19,19
275611,2024-03-02,2024-03-30,android,29,29
275612,2024-03-24,2024-05-01,android,25,39
275613,2024-03-01,2024-04-28,android,39,59
275614,2024-04-04,2024-05-01,android,24,28
275615,2024-04-16,2024-04-30,android,8,15
275616,2024-03-01,2024-04-29,ios,12,60
275617,2024-04-20,2024-04-30,android,11,11
275619,2024-03-14,2024-05-01,android,46,49
275621,2024-03-03,2024-03-12,android,10,10
275622,2024-03-11,2024-04-30,android,13,51
275623,2024-03-08,2024-03-18,android,4,11
275624,2024-03-14,2024-05-01,ios,37,49
275625,2024-04-18,2024-04-24,android,7,7
275626,2024-03-04,2024-04-23,android,14,51
275627,2024-03-28,2024-05-01,android,32,35
275628,2024-03-22,2024-04-08,android,17,18
275630,2024-03-01,2024-05-01,android,57,62
275632,2024-03-22,2024-03-22,android,1,1
275637,2024-04-02,2024-04-26,android,12,25
275638,2024-04-06,2024-04-13,android,7,8
275639,2024-04-03,2024-04-13,android,11,11
275642,2024-03-01,2024-04-30,android,52,61
275643,2024-04-11,2024-04-19,android,7,9
275644,2024-04-03,2024-05-01,android,19,29
275646,2024-03-03,2024-04-23,android,8,52
275648,2024-03-01,2024-04-29,android,58,60
275649,2024-04-03,2024-04-22,android,12,20
275650,2024-04-10,2024-05-01,android,19,22
275652,2024-03-16,2024-04-02,android,12,18
275653,2024-03-17,2024-04-13,android,20,28
275654,2024-04-11,2024-05-01,android,16,21
275655,2024-03-18,2024-04-15,android,13,29
275656,2024-03-01,2024-04-28,android,16,59
275658,2024-03-31,2024-04-26,android,24,27
275660,2024-04-15,2024-04-24,android,10,10
275661,2024-04-09,2024-05-01,android,21,23
275662,2024-04-08,2024-04-21,android,13,14
275663,2024-03-01,2024-05-01,android,15,62
275664,2024-03-30,2024-04-13,android,15,15
275665,2024-03-01,2024-05-01,android,27,62
275666,2024-03-15,2024-05-01,ios,48,48
275667,2024-03-10,2024-04-28,android,25,50
275668,2024-03-10,2024-04-20,android,28,42
275670,2024-03-18,2024-04-06,android,13,20
275671,2024-04-08,2024-04-29,android,10,22
275672,2024-03-23,2024-04-06,android,15,15
275673,2024-03-13,2024-04-07,android,9,26
275674,2024-03-20,2024-03-25,android,6,6
275675,2024-03-23,2024-03-26,android,3,4
275677,2024-03-19,2024-04-03,ios,15,16
275678,2024-03-24,2024-03-24,android,1,1
275680,2024-03-16,2024-03-22,android,6,7
275682,2024-03-01,2024-05-01,android,28,62
275683,2024-04-09,2024-04-19,android,11,11
275685,2024-03-01,2024-03-25,android,19,25
275686,2024-03-01,2024-03-22,android,11,22
275687,2024-03-01,2024-04-23,ios,39,54
275688,2024-03-04,2024-03-28,android,6,25
275689,2024-04-10,2024-05-01,android,18,22
275690,2024-03-10,2024-03-17,android,7,8
275691,2024-03-01,2024-05-01,android,62,62
275694,2024-03-01,2024-04-23,android,37,54
275695,2024-04-08,2024-04-21,android,8,14
275696,2024-03-10,2024-04-20,ios,6,42
275698,2024-03-27,2024-04-03,android,8,8
275699,2024-03-01,2024-04-15,android,34,46
275700,2024-04-02,2024-04-22,ios,10,21
275701,2024-04-18,2024-05-01,android,13,14
275702,2024-04-10,2024-04-30,android,21,21
275703,2024-04-13,2024-05-01,ios,16,19
275704,2024-03-10,2024-03-28,android,5,19
275705,2024-03-25,2024-04-10,android,11,17
275706,2024-03-07,2024-04-14,android,31,39
275708,2024-03-11,2024-04-27,android,24,48
